day,LHS,RHS
524.5506859254015,500201.27394173347,317815.34073337994
526.0950832290162,498482.1094314903,318626.0359684106
527.639480532631,496753.9180522317,319427.4194459035
529.1838778362456,495016.94742087065,320219.53843696957
530.7282751398604,493271.4422572935,321002.4404251528
532.2726724434752,491517.6444028068,321776.1730952335
533.8170697470899,489755.7928386789,322540.78432227165
535.3614670507047,487986.12370476493,323296.3221608826
536.9058643543194,486208.8703182266,324042.83483473904
538.4502616579342,484424.26319232443,324780.37072630104
539.994658961549,482632.5300552951,325508.9783667599
541.5390562651637,480833.89586929337,326228.7064262041
543.0834535687785,479028.582849409,326939.6037039934
544.6278508723932,477216.8104827435,327641.7191193421
546.172248176008,475398.795547549,328335.1017021082
547.7166454796227,473574.7521324236,329019.800583778
549.2610427832375,471744.8916555552,329695.86498865625
550.8054400868523,469909.42288401595,330363.3442252412
552.349837390467,468068.5519530999,331022.287677793
553.8942346940818,466222.4823856973,331672.74479808944
555.4386319976965,464371.41511170863,332314.7650973645
556.9830293013113,462515.5484874852,332948.3981384233
558.5274266049261,460655.0783153027,333573.6935279379
560.0718239085408,458790.19786285504,334190.7009089133
561.6162212121556,456921.0978827674,334799.46995332505
563.1606185157702,455047.9666321294,335400.0503549224
564.705015819385,453170.98989203706,335992.49182219815
566.2494131229997,451290.350987146,336576.84407151525
567.7938104266145,449406.23080522864,337153.1568203955
569.3382077302293,447518.8078167328,337721.4797809619
570.882605033844,445628.2580943422,338281.86265353207
572.4270023374588,443734.7553325256,338834.3551203646
573.9713996410735,441838.470867085,339379.0068395473
575.5157969446883,439939.57369468396,339915.86743903614
577.0601942483031,438038.2304923695,340444.986510829
578.6045915519178,436134.60563706927,340966.4136052849
580.1489888555326,434228.86122506985,341480.1982255738
581.6933861591473,432321.15709147224,341986.38982226636
583.2377834627621,430411.65082961833,342485.0377880489
584.7821807663768,428500.4978104869,342976.1914525738
586.3265780699916,426587.85120205744,343459.9000774329
587.8709753736064,424673.86198864,343936.21285125596
589.4153726772211,422758.67899016204,344405.1788849315
590.9597699808359,420842.4488814178,344866.8472069505
592.5041672844505,418925.31621127314,345321.2667588625
594.0485645880653,417007.423421822,345768.4863908517
595.5929618916801,415088.91086749686,346208.554857426
597.1373591952948,413169.9168341253,346641.5208132151
598.6817564989096,411250.57755793515,347067.4328088804
600.2261538025243,409331.027244501,347486.33928713325
601.7705511061391,407411.3980876358,347898.2885788536
603.3149484097538,405491.82028821757,348303.32889931893
604.8593457133686,403572.4220729585,348701.5083445291
606.4037430169834,401653.3297131052,349092.8748876341
607.9481403205981,399734.6675430757,349477.47637545766
609.4925376242129,397816.5579790226,349855.3605251206
611.0369349278276,395899.1215373339,350226.57492075145
612.5813322314424,393982.47685305076,350591.16701029835
614.1257295350572,392066.74069822155,350949.1841024233
615.6701268386719,390152.02800017386,351300.6733634919
617.2145241422867,388238.4518597076,351645.6818146464
618.7589214459014,386326.12356921483,351984.25632896693
620.3033187495162,384415.1526307106,352316.4436287165
621.8477160531309,382505.6467737911,352642.2902826656
623.3921133567457,380597.71197349863,352961.84270350274
624.9365106603605,378691.4524681065,353275.1471453205
626.4809079639751,376786.97077681456,353582.24970118154
628.0253052675899,374884.3677173601,353883.19630076
629.5697025712046,372983.7424235346,354178.0327080588
631.1140998748194,371085.1923626145,354466.8045191991
632.6584971784342,369188.8133526954,354749.5571602847
634.2028944820489,367294.6995799384,355026.3358853339
635.7472917856637,365402.9436157176,355297.18577428337
637.2916890892784,363513.63643367746,355562.1517310566
638.8360863928932,361626.86742668663,355821.2784817064
640.3804836965079,359742.7244237035,356074.6105726125
641.9248810001227,357861.29370653734,356322.19236875273
643.4692783037375,355982.6600265131,356564.0680520313
645.0136756073522,354106.90662103443,356800.2816196728
646.558072910967,352234.11523004895,357030.87688267225
648.1024702145817,350364.3661124099,357255.897464308
649.6468675181965,348497.73806213675,357475.3867987128
651.1912648218113,346634.30842457234,357689.3881294982
652.735662125426,344774.1531124365,357897.9445084401
654.2800594290408,342917.3466217762,358101.0987942154
655.8244567326554,341063.962047811,358298.8936511912
657.3688540362702,339214.0711006735,358491.37154827197
658.9132513398849,337367.7441210408,358678.5747577921
660.4576486434997,335525.0500956661,358860.54535446456
662.0020459471145,333686.05667279824,359037.3252143724
663.5464432507292,331850.8301774962,359208.9560140161
665.090840554344,330019.43562683515,359375.479229403
666.6352378579587,328191.93674500653,359536.9361351856
668.1796351615735,326368.3959783085,359693.36780384404
669.7240324651883,324548.874510029,359844.8151049152
671.268429768803,322733.4322752183,359991.3187042635
672.8128270724178,320922.12797535415,360132.9190633956
674.3572243760325,319115.019092898,360269.6564388169
675.9016216796473,317312.1619057401,360401.57088142843
677.446018983262,315513.6115015398,360528.70223596325
678.9904162868768,313719.4217919469,360651.09014046617
680.5348135904916,311929.6455267261,360768.77402580617
682.0792108941063,310144.3343077586,360881.7931152303
683.6236081977211,308363.5386029458,360990.18642395374
685.1680055013358,306587.30775999225,361093.9927587851
686.7124028049506,304815.6900200879,361193.25071778806
688.2568001085654,303048.73253147415,361287.998689976
689.80119741218,301286.4813629047,361378.27485504263
691.3455947157948,299528.9815169917,361464.1171831233
692.8899920194095,297776.2769434476,361545.56343459117
694.4343893230243,296028.410552214,361622.65115988144
695.978786626639,294285.4242264803,361695.41769935074
697.5231839302538,292547.35883559816,361763.90018316306
699.0675812338686,290814.25424787897,361828.1355312077
700.6119785374833,289086.1493432914,361888.1604530437
702.1563758410981,287363.08202604146,361944.0114478767
703.7007731447128,285645.0892370508,361995.7248045567
705.2451704483276,283932.20696632133,362043.33660160983
706.7895677519424,282224.4702651967,362086.88270729245
708.3339650555571,280521.91325851367,362126.39877967007
709.8783623591719,278824.5691566433,362161.92026672576
711.4227596627866,277132.47026743006,362193.4824064879
712.9671569664014,275445.6480080196,362221.1202271868
714.5115542700161,273764.13291658397,362244.8685474293
716.0559515736309,272087.9546639351,362264.7619764024
717.6003488772457,270417.1420650379,362280.8349140939
719.1447461808604,268751.723090415,362293.1215515371
720.6891434844752,267091.7248774457,362301.65587107703
722.2335407880898,265437.1737415613,362306.47164665663
723.7779380917046,263788.09518733615,362307.6024441229
725.3223353953194,262144.51391947485,362305.0816215532
726.8667326989341,260506.45385369298,362298.942329601
728.4111300025489,258873.93812749968,362289.217511859
729.9555273061636,257246.9891108721,362275.93990524404
731.4999246097784,255625.6284168322,362259.1420403937
733.0443219133931,254009.8769119189,362238.85624208563
734.5887192170079,252399.75472655814,362215.11462967255
736.1331165206227,250795.28126533653,362187.9491175313
737.6775138242374,249196.47521716947,362157.3914155302
739.2219111278522,247603.35456537188,362123.47302951117
740.7663084314669,246015.9365976288,362086.225261788
