node,Q,xi,V,tau_star,d_star
160.2439024390244,0.25,1.0,110573.29823643179,275.9756147560978,0.0
169.14634146341464,0.25,1.0,110533.27344825404,269.84982791409516,0.0
178.0487804878049,0.25,1.0,110563.7611384303,267.07317073170725,0.0
186.9512195121951,0.25,1.0,110531.93231723228,260.5072678170849,0.0
195.85365853658536,0.25,1.0,110714.36253615195,275.9756097560976,0.0
204.7560975609756,0.25,1.0,110737.15492017282,267.0731707317073,0.0
213.65853658536585,0.25,1.0,110721.07420597793,258.17073170731715,0.0
222.5609756097561,0.25,1.0,110691.43485917851,249.26829268292687,0.0
231.46341463414635,0.25,1.0,110683.9003517581,240.36585365853662,0.0
240.3658536585366,0.25,1.0,110963.57249916207,231.46341463414637,8.902439024390233
249.26829268292684,0.25,1.0,111104.87909819244,275.9756097560976,0.0
258.1707317073171,0.25,1.0,111150.44059713001,267.0731707317073,0.0
267.0731707317073,0.25,1.0,111183.62772892803,258.1707317073171,0.0
275.9756097560976,0.25,1.0,111194.90409426173,249.2682926829268,0.0
284.8780487804878,0.25,1.0,111151.22666815275,240.3658546585366,8.902439024390189
293.780487804878,0.25,1.0,111360.76728150024,232.57051378305982,0.0
302.6829268292683,0.25,1.0,111912.55672695761,229.21418490723073,8.902439024390192
311.5853658536585,0.25,1.0,112049.11870724888,391.7073170731707,0.0
320.4878048780488,0.25,1.0,112095.63218123777,356.0975629756098,8.90243902439019
329.390243902439,0.25,1.0,112197.33803642615,347.19512495121967,0.0
338.2926829268293,0.25,1.0,112327.7214635867,365.00000000000006,0.0
347.1951219512195,0.25,1.0,112380.06306721678,356.09756097560984,0.0
356.0975609756098,0.25,1.0,112402.47745975373,347.19512195121956,0.0
0.0,0.5,0.0,86914.38315731735,349.3731555793863,0.0
8.902439024390244,0.5,0.0,86975.83557940752,344.03350862727336,0.0
17.804878048780488,0.5,0.0,87027.15475074144,338.2926829268293,0.0
26.70731707317073,0.5,0.0,87064.29755922034,333.23471533330076,0.0
35.609756097560975,0.5,0.0,87083.85573593625,328.8136506271682,0.0
44.51219512195122,0.5,0.0,87078.63043432242,324.06770133539453,0.0
53.41463414634146,0.5,0.0,87043.84069803785,320.2156924353414,0.0
62.31707317073171,0.5,0.0,86972.52684332375,315.992579096106,0.0
71.21951219512195,0.5,0.0,86866.01440991611,311.8588499240766,0.0
80.1219512195122,0.5,0.0,86724.59726472889,308.5955084696534,0.0
89.02439024390245,0.5,0.0,86560.84712057601,304.67887828596224,0.0
97.92682926829268,0.5,0.0,86385.88399291782,301.6744668978364,0.0
106.82926829268293,0.5,0.0,86211.10059381922,297.73951946524346,0.0
115.73170731707317,0.5,0.0,86052.03526847305,293.7804878048781,0.0
124.63414634146342,0.5,0.0,85908.60924918368,291.363190071693,0.0
133.53658536585365,0.5,0.0,85792.44045650793,287.2560175308224,0.0
142.4390243902439,0.5,0.0,85703.03265948663,284.8780487804878,0.0
151.34146341463415,0.5,0.0,85635.6919966036,282.10919725072597,0.0
160.2439024390244,0.5,0.0,85594.83691596393,278.09610287761075,0.0
169.14634146341464,0.5,0.0,85573.99570600734,275.9756097560976,0.0
178.0487804878049,0.5,0.0,85569.05876522002,273.70471048534125,0.0
186.9512195121951,0.5,0.0,85580.40159212773,270.5943322149748,0.0
195.85365853658536,0.5,0.0,85603.20249161436,268.1149446382543,0.0
204.7560975609756,0.5,0.0,85635.2218876871,264.9424928780827,0.0
213.65853658536585,0.5,0.0,85675.66063633416,263.2424110627911,0.0
222.5609756097561,0.5,0.0,85721.69165485445,261.2316129589928,0.0
231.46341463414635,0.5,0.0,85771.63709435784,256.7824168510317,0.0
240.3658536585366,0.5,0.0,85826.76670713098,256.24714964936646,0.0
249.26829268292684,0.5,0.0,85885.73110321883,256.1474850313573,0.0
258.1707317073171,0.5,0.0,85946.57194733774,255.87852293273232,0.0
267.0731707317073,0.5,0.0,86011.58733898158,263.32859095962016,0.0
275.9756097560976,0.5,0.0,86078.14214297017,264.74713357675523,0.0
284.8780487804878,0.5,0.0,86056.57604705854,274.06335870161536,26.70731707317069
293.780487804878,0.5,0.0,86161.58710913932,289.36774984799854,17.80487804878047
302.6829268292683,0.5,0.0,86266.72631160944,310.05776022635285,8.902439024390192
311.5853658536585,0.5,0.0,86371.99381083298,329.39024390243895,0.0
320.4878048780488,0.5,0.0,86447.63164168352,320.4878048780487,0.0
329.390243902439,0.5,0.0,86515.71175618042,311.58536585365846,0.0
338.2926829268293,0.5,0.0,86663.5045636746,302.6829268292682,8.902439024390192
347.1951219512195,0.5,0.0,86769.25623398156,364.99999999999994,0.0
356.0975609756098,0.5,0.0,86845.46713515656,356.0975609756098,0.0
0.0,0.5,0.25,101173.22735850877,348.6536604039131,0.0
8.902439024390244,0.5,0.25,101220.08341831411,343.92142653875936,0.0
17.804878048780488,0.5,0.25,101248.43944192775,338.2926829268293,0.0
26.70731707317073,0.5,0.25,101252.14803831212,332.96275902953363,0.0
35.609756097560975,0.5,0.25,101233.7410511811,329.3132396209787,0.0
44.51219512195122,0.5,0.25,101177.68861137689,323.49018478469384,0.0
53.41463414634146,0.5,0.25,101096.98910021814,320.4878048780488,0.0
62.31707317073171,0.5,0.25,100976.17963446803,316.3988001929674,0.0
71.21951219512195,0.5,0.25,100826.95852188024,312.41655578153734,0.0
80.1219512195122,0.5,0.25,100652.63726064826,309.5205934783218,0.0
89.02439024390245,0.5,0.25,100454.80659039148,302.68297182926824,0.0
97.92682926829268,0.5,0.25,100264.70034401826,299.25523435189376,0.0
106.82926829268293,0.5,0.25,100087.1791199492,297.0027033780014,0.0
115.73170731707317,0.5,0.25,99921.4813111666,295.04107824507497,0.0
